airline,airline ID,source airport,source airport id,destination airport,destination airport id,codeshare,stops,equipment,source coords,destination coords
AB,214,DRS,338,HRG,1130,,0,738,"(41, 134)","(-17, 136)"
AF,137,DRS,338,LCY,503,Y,0,AR8,"(41, 134)","(-72, 57)"
WX,1792,DRS,338,LCY,503,,0,AR8,"(41, 134)","(-72, 57)"
LH,3320,DRS,338,MUC,346,,0,E95,"(41, 134)","(-19, -178)"
AB,214,DRS,338,NBE,7447,,0,738,"(41, 134)","(66, 83)"
AB,214,DRS,338,PMI,3998,,0,738 321,"(41, 134)","(-45, -61)"
AB,214,DRS,338,RHO,1472,,0,738,"(41, 134)","(-85, -146)"
4U,2548,DRS,338,STR,350,,0,319 CRJ,"(41, 134)","(-65, -155)"
SU,130,DRS,338,SVO,2985,,0,SU9,"(41, 134)","(-79, 47)"
AB,214,DRS,338,TFS,1056,,0,738,"(41, 134)","(-8, 113)"
3L,2916,DRS,338,ZRH,1678,,0,DH3,"(41, 134)","(-87, 162)"
Q2,13108,DRV,11257,HAQ,6184,,0,DH3 DH2,"(4, -135)","(-49, 59)"
Q2,13108,DRV,11257,MLE,3156,,0,DH3 DH2,"(4, -135)","(29, 138)"
JQ,3052,DRW,3999,ADL,3341,,0,320,"(-14, -175)","(-69, 38)"
QF,4089,DRW,3999,ADL,3341,,0,73H,"(-14, -175)","(-69, 38)"
EK,2183,DRW,3999,ASP,3319,Y,0,717,"(-14, -175)","(36, -113)"
QF,4089,DRW,3999,ASP,3319,Y,0,717,"(-14, -175)","(36, -113)"
QF,4089,DRW,3999,BME,4319,Y,0,E70,"(-14, -175)","(64, 89)"
TL,338,DRW,3999,BME,4319,,0,E70,"(-14, -175)","(64, 89)"
AA,24,DRW,3999,BNE,3320,Y,0,763 737,"(-14, -175)","(33, -79)"
JQ,3052,DRW,3999,BNE,3320,,0,320,"(-14, -175)","(33, -79)"
PR,3952,DRW,3999,BNE,3320,,0,320,"(-14, -175)","(33, -79)"
QF,4089,DRW,3999,BNE,3320,,0,763 73H,"(-14, -175)","(33, -79)"
TT,4937,DRW,3999,BNE,3320,,0,320,"(-14, -175)","(33, -79)"
VA,5360,DRW,3999,BNE,3320,Y,0,73H,"(-14, -175)","(33, -79)"
JQ,3052,DRW,3999,CNS,3322,,0,320,"(-14, -175)","(-46, 94)"
QF,4089,DRW,3999,CNS,3322,Y,0,717,"(-14, -175)","(-46, 94)"
QF,4089,DRW,3999,DIL,3310,Y,0,E70,"(-14, -175)","(-46, -61)"
TL,338,DRW,3999,DIL,3310,,0,E70,"(-14, -175)","(-46, -61)"
JQ,3052,DRW,3999,DPS,3940,,0,320,"(-14, -175)","(23, 54)"
QZ,2857,DRW,3999,DPS,3940,,0,320,"(-14, -175)","(23, 54)"
EK,2183,DRW,3999,GOV,6316,Y,0,717,"(-14, -175)","(-2, -32)"
QF,4089,DRW,3999,GOV,6316,Y,0,717,"(-14, -175)","(-2, -32)"
TL,338,DRW,3999,GOV,6316,,0,EM2,"(-14, -175)","(-2, -32)"
BF,1230,DRW,3999,GTE,6270,,0,BE1,"(-14, -175)","(-26, -145)"
TL,338,DRW,3999,GTE,6270,,0,EM2,"(-14, -175)","(-26, -145)"
QF,4089,DRW,3999,ISA,3324,Y,0,E70,"(-14, -175)","(89, -107)"
TL,338,DRW,3999,ISA,3324,,0,E70,"(-14, -175)","(89, -107)"
QF,4089,DRW,3999,KNX,3347,Y,0,E70,"(-14, -175)","(14, 111)"
TL,338,DRW,3999,KNX,3347,,0,E70,"(-14, -175)","(14, 111)"
MH,3378,DRW,3999,KUL,3304,,0,738,"(-14, -175)","(-40, -85)"
TL,338,DRW,3999,MCV,6297,,0,E70,"(-14, -175)","(29, -166)"
JQ,3052,DRW,3999,MEL,3339,,0,320,"(-14, -175)","(-66, 19)"
QF,4089,DRW,3999,MEL,3339,,0,73H,"(-14, -175)","(-66, 19)"
VA,5360,DRW,3999,MEL,3339,Y,0,73H,"(-14, -175)","(-66, 19)"
TL,338,DRW,3999,MNG,6296,,0,EM2,"(-14, -175)","(-50, 46)"
PR,3952,DRW,3999,MNL,2397,,0,320,"(-14, -175)","(-1, 133)"
QF,4089,DRW,3999,PER,3351,,0,73H,"(-14, -175)","(47, 8)"
VA,5360,DRW,3999,PER,3351,Y,0,73H E90,"(-14, -175)","(47, 8)"
3K,3021,DRW,3999,SIN,3316,,0,320,"(-14, -175)","(-37, -101)"
MI,4750,DRW,3999,SIN,3316,,0,320,"(-14, -175)","(-37, -101)"
SQ,4435,DRW,3999,SIN,3316,Y,0,320,"(-14, -175)","(-37, -101)"
VA,5360,DRW,3999,SIN,3316,Y,0,320,"(-14, -175)","(-37, -101)"
AA,24,DRW,3999,SYD,3361,Y,0,737,"(-14, -175)","(18, -144)"
JQ,3052,DRW,3999,SYD,3361,,0,320,"(-14, -175)","(18, -144)"
QF,4089,DRW,3999,SYD,3361,,0,73H,"(-14, -175)","(18, -144)"
VA,5360,DRW,3999,SYD,3361,Y,0,73H,"(-14, -175)","(18, -144)"
QF,4089,DRW,3999,TSV,3330,Y,0,E70,"(-14, -175)","(15, 10)"
TL,338,DRW,3999,TSV,3330,,0,E70,"(-14, -175)","(15, 10)"
W6,5461,DSA,5562,GDN,668,,0,320,"(-58, 167)","(4, 121)"
BE,2421,DSA,5562,JER,499,,0,E75,"(-58, 167)","(2, 139)"
W6,5461,DSA,5562,KTW,671,,0,320,"(-58, 167)","(68, 98)"
TO,8745,DSA,5562,PMI,3998,,0,73H,"(-58, 167)","(-45, -61)"
TOM,5013,DSA,5562,PMI,3998,,0,73H,"(-58, 167)","(-45, -61)"
W6,5461,DSA,5562,POZ,674,,0,320,"(-58, 167)","(72, -43)"
W6,5461,DSA,5562,VNO,3959,,0,320,"(-58, 167)","(-74, 124)"
W6,5461,DSA,5562,WAW,679,,0,320,"(-58, 167)","(-77, 168)"
W6,5461,DSA,5562,WRO,680,,0,320,"(-58, 167)","(-29, 97)"
PK,3871,DSK,5943,PEW,2219,,0,ATR,"(74, 46)","(-70, 81)"
PK,3871,DSK,5943,PZH,2233,,0,ATR,"(74, 46)","(79, -12)"
AF,137,DSM,3729,ATL,3682,Y,0,CR7 M88 CR9,"(-37, 94)","(28, 49)"
DL,2009,DSM,3729,ATL,3682,,0,M88,"(-37, 94)","(28, 49)"
KL,3090,DSM,3729,ATL,3682,Y,0,M88 CR7 CR9,"(-37, 94)","(28, 49)"
AA,24,DSM,3729,CLT,3876,Y,0,CR9,"(-37, 94)","(-51, -6)"
US,5265,DSM,3729,CLT,3876,Y,0,CR9,"(-37, 94)","(-51, -6)"
AA,24,DSM,3729,DCA,3520,Y,0,E70 CRJ,"(-37, 94)","(3, -79)"
US,5265,DSM,3729,DCA,3520,Y,0,E70 CRJ,"(-37, 94)","(3, -79)"
F9,2468,DSM,3729,DEN,3751,,0,319,"(-37, 94)","(87, 105)"
UA,5209,DSM,3729,DEN,3751,,0,319 738 73G,"(-37, 94)","(87, 105)"
AA,24,DSM,3729,DFW,3670,,0,M80 M83,"(-37, 94)","(45, -163)"
US,5265,DSM,3729,DFW,3670,,0,M80 ER4 M83,"(-37, 94)","(45, -163)"
DL,2009,DSM,3729,DTW,3645,Y,0,CRJ,"(-37, 94)","(-62, -175)"
UA,5209,DSM,3729,EWR,3494,Y,0,ERJ,"(-37, 94)","(-51, 60)"
UA,5209,DSM,3729,IAH,3550,Y,0,ERJ,"(-37, 94)","(-46, 91)"
G4,35,DSM,3729,LAS,3877,,0,M80,"(-37, 94)","(-38, -69)"
WN,4547,DSM,3729,LAS,3877,,0,73W,"(-37, 94)","(-38, -69)"
DL,2009,DSM,3729,LGA,3697,Y,0,CR9,"(-37, 94)","(-77, -162)"
FL,1316,DSM,3729,MDW,3747,Y,0,733,"(-37, 94)","(50, 156)"
WN,4547,DSM,3729,MDW,3747,,0,73W 733,"(-37, 94)","(50, 156)"
DL,2009,DSM,3729,MSP,3858,Y,0,CR9 CRJ,"(-37, 94)","(15, 57)"
AA,24,DSM,3729,ORD,3830,Y,0,E75 ERD ER4,"(-37, 94)","(-49, 50)"
UA,5209,DSM,3729,ORD,3830,,0,319 738 73G,"(-37, 94)","(-49, 50)"
US,5265,DSM,3729,ORD,3830,,0,ERD ER4,"(-37, 94)","(-49, 50)"
G4,35,DSM,3729,PGD,7056,,0,M80,"(-37, 94)","(53, -37)"
AA,24,DSM,3729,PHX,3462,,0,319,"(-37, 94)","(63, 22)"
FL,1316,DSM,3729,PHX,3462,Y,0,73W,"(-37, 94)","(63, 22)"
US,5265,DSM,3729,PHX,3462,,0,319,"(-37, 94)","(63, 22)"
G4,35,DSM,3729,PIE,3617,,0,M80,"(-37, 94)","(-20, -137)"
G4,35,DSM,3729,SFB,4167,,0,M80,"(-37, 94)","(18, -120)"
CZ,1767,DSN,6434,CGO,3375,,0,738,"(34, -14)","(-28, -6)"
GS,690,DSN,6434,CGO,3375,,0,E90,"(34, -14)","(-28, -6)"
G5,15837,DSN,6434,CKG,3393,,0,CR9,"(34, -14)","(-64, 105)"
GS,690,DSN,6434,CSX,3371,,0,E90,"(34, -14)","(70, -90)"
3U,4608,DSN,6434,CTU,3395,,0,319,"(34, -14)","(-76, 173)"
GS,690,DSN,6434,HET,6345,,0,ERJ,"(34, -14)","(-9, 151)"
GS,690,DSN,6434,HGH,3386,,0,E90,"(34, -14)","(-7, -55)"
MU,1758,DSN,6434,HRB,3400,,0,733,"(34, -14)","(86, 37)"
GS,690,DSN,6434,INC,4085,,0,ERJ,"(34, -14)","(-21, 115)"
MU,1758,DSN,6434,KMG,3382,,0,733,"(34, -14)","(31, -17)"
KN,10741,DSN,6434,NAY,6341,,0,737,"(34, -14)","(-32, 156)"
MU,1758,DSN,6434,NAY,6341,Y,0,737,"(34, -14)","(-32, 156)"
GS,690,DSN,6434,NKG,3388,,0,E90,"(34, -14)","(28, -105)"
CA,751,DSN,6434,PEK,3364,,0,738,"(34, -14)","(22, -13)"
ZH,4611,DSN,6434,PEK,3364,Y,0,737,"(34, -14)","(22, -13)"
3U,4608,DSN,6434,SHE,4144,,0,319,"(34, -14)","(6, 70)"
GS,690,DSN,6434,SJW,6347,,0,ERJ,"(34, -14)","(64, -40)"
GS,690,DSN,6434,TSN,3368,,0,E90 ERJ,"(34, -14)","(69, 157)"
CA,751,DSN,6434,TYN,3369,Y,0,CR2,"(34, -14)","(2, 98)"
SC,4599,DSN,6434,TYN,3369,,0,CR2,"(34, -14)","(2, 98)"
GS,690,DSN,6434,URC,3399,,0,E90,"(34, -14)","(20, 49)"
GS,690,DSN,6434,WUH,3376,,0,ERJ,"(34, -14)","(37, -18)"
FM,4609,DSN,6434,XIY,3379,,0,737,"(34, -14)","(-80, -33)"
GS,690,DSN,6434,XIY,3379,,0,E90 ERJ,"(34, -14)","(-80, -33)"
MU,1758,DSN,6434,XIY,3379,,0,320,"(34, -14)","(-80, -33)"
XQ,4573,DTM,373,ADB,1706,,0,738,"(-33, 150)","(53, -61)"
FR,4296,DTM,373,AGP,1230,,0,738,"(-33, 150)","(-88, 48)"
FR,4296,DTM,373,AHO,1517,,0,738,"(-33, 150)","(-28, -24)"
IB,2822,DTM,373,BCN,1218,,0,320,"(-33, 150)","(27, 94)"
VY,2439,DTM,373,BCN,1218,,0,319,"(-33, 150)","(27, 94)"
W6,5461,DTM,373,BEG,1739,,0,320,"(-33, 150)","(-37, -155)"
W6,5461,DTM,373,BUD,1489,,0,320,"(-33, 150)","(-24, -65)"
W6,5461,DTM,373,CLJ,1652,,0,320,"(-33, 150)","(44, -24)"
FR,4296,DTM,373,FAO,1626,,0,738,"(-33, 150)","(-63, 42)"
W6,5461,DTM,373,GDN,668,,0,320,"(-33, 150)","(4, 121)"
FR,4296,DTM,373,GRO,1222,,0,738,"(-33, 150)","(85, 128)"
4U,2548,DTM,373,HDF,5557,,0,319,"(-33, 150)","(4, 22)"
WU,13757,DTM,373,IEV,2944,,0,320,"(-33, 150)","(-23, 2)"
FR,4296,DTM,373,KRK,669,,0,738,"(-33, 150)","(-60, -17)"
W6,5461,DTM,373,KTW,671,,0,320,"(-33, 150)","(68, 98)"
U2,2297,DTM,373,LTN,492,,0,319,"(-33, 150)","(-27, -15)"
WU,13757,DTM,373,LWO,2945,,0,320,"(-33, 150)","(-71, -38)"
4U,2548,DTM,373,MUC,346,,0,319,"(-33, 150)","(-19, -178)"
LH,3320,DTM,373,MUC,346,,0,319,"(-33, 150)","(-19, -178)"
ST,2547,DTM,373,ONQ,7821,,0,73G,"(-33, 150)","(-66, 127)"
FR,4296,DTM,373,OPO,1636,,0,738,"(-33, 150)","(-54, -95)"
W6,5461,DTM,373,OTP,1657,,0,320,"(-33, 150)","(-54, -14)"
4U,2548,DTM,373,PMI,3998,,0,319 320,"(-33, 150)","(-45, -61)"
AB,214,DTM,373,PMI,3998,,0,738,"(-33, 150)","(-45, -61)"
FR,4296,DTM,373,PMI,3998,,0,738,"(-33, 150)","(-45, -61)"
4U,2548,DTM,373,SAW,4317,,0,319,"(-33, 150)","(-71, 19)"
XQ,4573,DTM,373,SAW,4317,,0,738,"(-33, 150)","(-71, 19)"
W6,5461,DTM,373,SKP,1737,,0,320,"(-33, 150)","(-6, 111)"
W6,5461,DTM,373,SOF,1194,,0,320,"(-33, 150)","(57, 161)"
4U,2548,DTM,373,SPU,1206,,0,319,"(-33, 150)","(79, -34)"
FR,4296,DTM,373,STN,548,,0,738,"(-33, 150)","(57, 98)"
W6,5461,DTM,373,TSR,1663,,0,320,"(-33, 150)","(23, -17)"
W6,5461,DTM,373,VNO,3959,,0,320,"(-33, 150)","(-74, 124)"
DL,2009,DTW,3645,ABE,4355,Y,0,CRJ,"(-62, -175)","(42, -67)"
NK,4687,DTW,3645,ACY,3524,,0,319,"(-62, -175)","(-42, 84)"
DL,2009,DTW,3645,ALB,3864,Y,0,CRJ CR9,"(-62, -175)","(-73, 18)"
DL,2009,DTW,3645,AMS,580,,0,777 333 332 76W,"(-62, -175)","(-87, -95)"
KL,3090,DTW,3645,AMS,580,Y,0,777 330 76W,"(-62, -175)","(-87, -95)"
DL,2009,DTW,3645,APN,5720,Y,0,CRJ,"(-62, -175)","(-65, -163)"
AF,137,DTW,3645,ATL,3682,Y,0,M88 73H 320 738 739,"(-62, -175)","(28, 49)"
AM,321,DTW,3645,ATL,3682,Y,0,73H 757 739,"(-62, -175)","(28, 49)"
AZ,596,DTW,3645,ATL,3682,Y,0,M88 73H M90 757,"(-62, -175)","(28, 49)"
DL,2009,DTW,3645,ATL,3682,,0,M88 73H 757 320 738 739 M90 753,"(-62, -175)","(28, 49)"
FL,1316,DTW,3645,ATL,3682,,0,717 73G,"(-62, -175)","(28, 49)"
KL,3090,DTW,3645,ATL,3682,Y,0,M88 73H 757 320 738 739,"(-62, -175)","(28, 49)"
VS,5347,DTW,3645,ATL,3682,Y,0,M88 73H 757 320 738 739,"(-62, -175)","(28, 49)"
WN,4547,DTW,3645,ATL,3682,Y,0,717 73G,"(-62, -175)","(28, 49)"
DL,2009,DTW,3645,ATW,4047,Y,0,CRJ,"(-62, -175)","(17, 61)"
DL,2009,DTW,3645,AUS,3673,,0,717,"(-62, -175)","(-46, -140)"
DL,2009,DTW,3645,AVL,4007,Y,0,CRJ,"(-62, -175)","(73, 145)"
DL,2009,DTW,3645,AVP,4286,Y,0,CRJ,"(-62, -175)","(28, 27)"
DL,2009,DTW,3645,AZO,4039,,0,ERJ,"(-62, -175)","(-34, -61)"
DL,2009,DTW,3645,BDL,3825,,0,M88 319,"(-62, -175)","(65, 141)"
DL,2009,DTW,3645,BGM,4129,Y,0,CRJ,"(-62, -175)","(5, 125)"
DL,2009,DTW,3645,BGR,3463,Y,0,CR7,"(-62, -175)","(78, 69)"
DL,2009,DTW,3645,BHM,3811,Y,0,CRJ,"(-62, -175)","(-88, 110)"
DL,2009,DTW,3645,BMI,4037,Y,0,CRJ,"(-62, -175)","(-89, 151)"
DL,2009,DTW,3645,BNA,3690,,0,320 738 M88,"(-62, -175)","(-15, 119)"
WN,4547,DTW,3645,BNA,3690,,0,73W 73C 73H,"(-62, -175)","(-15, 119)"
B6,3029,DTW,3645,BOS,3448,,0,E90,"(-62, -175)","(-27, -109)"
DL,2009,DTW,3645,BOS,3448,,0,73H 738 320 757 M90 319,"(-62, -175)","(-27, -109)"
DL,2009,DTW,3645,BTV,3711,Y,0,CRJ,"(-62, -175)","(9, 169)"
DL,2009,DTW,3645,BUF,3820,,0,M88 319 320 M90 ERJ,"(-62, -175)","(60, -88)"
DL,2009,DTW,3645,BWI,3849,,0,M88 320 ERJ,"(-62, -175)","(32, -87)"
FL,1316,DTW,3645,BWI,3849,Y,0,73W 73C,"(-62, -175)","(32, -87)"
WN,4547,DTW,3645,BWI,3849,,0,73W 73C,"(-62, -175)","(32, -87)"
DL,2009,DTW,3645,CAE,3561,Y,0,CRJ,"(-62, -175)","(-18, 31)"
DL,2009,DTW,3645,CAK,4112,Y,0,CRJ,"(-62, -175)","(5, 111)"
AF,137,DTW,3645,CDG,1382,,0,343,"(-62, -175)","(60, -76)"
AZ,596,DTW,3645,CDG,1382,Y,0,343,"(-62, -175)","(60, -76)"
DL,2009,DTW,3645,CDG,1382,,0,76W 343 764 333,"(-62, -175)","(60, -76)"
DL,2009,DTW,3645,CHA,3578,Y,0,CRJ,"(-62, -175)","(75, 62)"
DL,2009,DTW,3645,CHS,3806,Y,0,CRJ ERJ CR9 CR7,"(-62, -175)","(-65, 39)"
DL,2009,DTW,3645,CID,4043,Y,0,CRJ,"(-62, -175)","(46, 135)"
DL,2009,DTW,3645,CIU,5729,Y,0,CRJ,"(-62, -175)","(18, -123)"
DL,2009,DTW,3645,CLE,3486,Y,0,CRJ CR7 ERJ,"(-62, -175)","(-14, -89)"
AA,24,DTW,3645,CLT,3876,,0,319 321,"(-62, -175)","(-51, -6)"
DL,2009,DTW,3645,CLT,3876,,0,320 M88 M90,"(-62, -175)","(-51, -6)"
US,5265,DTW,3645,CLT,3876,,0,319 321,"(-62, -175)","(-51, -6)"
DL,2009,DTW,3645,CMH,3759,,0,ERJ,"(-62, -175)","(22, -74)"
DL,2009,DTW,3645,CRW,4285,Y,0,CRJ,"(-62, -175)","(-3, -159)"
AM,321,DTW,3645,CUN,1852,Y,0,320,"(-62, -175)","(-87, -178)"
DL,2009,DTW,3645,CUN,1852,,0,320,"(-62, -175)","(-87, -178)"
NK,4687,DTW,3645,CUN,1852,,0,319,"(-62, -175)","(-87, -178)"
DL,2009,DTW,3645,CVG,3488,,0,ERJ,"(-62, -175)","(66, 3)"
DL,2009,DTW,3645,CWA,4045,Y,0,CRJ,"(-62, -175)","(-54, -171)"
DL,2009,DTW,3645,DAY,3627,,0,ERJ,"(-62, -175)","(-50, -117)"
AA,24,DTW,3645,DCA,3520,Y,0,E70 CRJ E75,"(-62, -175)","(3, -79)"
DL,2009,DTW,3645,DCA,3520,,0,738 M88 319 M90,"(-62, -175)","(3, -79)"
US,5265,DTW,3645,DCA,3520,Y,0,E70 CRJ E75,"(-62, -175)","(3, -79)"
DL,2009,DTW,3645,DEN,3751,,0,320 M90 738 757,"(-62, -175)","(87, 105)"
F9,2468,DTW,3645,DEN,3751,,0,320 319,"(-62, -175)","(87, 105)"
NK,4687,DTW,3645,DEN,3751,,0,320,"(-62, -175)","(87, 105)"
UA,5209,DTW,3645,DEN,3751,Y,0,CR7 E70,"(-62, -175)","(87, 105)"
WN,4547,DTW,3645,DEN,3751,,0,73C 73W,"(-62, -175)","(87, 105)"
AA,24,DTW,3645,DFW,3670,,0,M83 M80 738,"(-62, -175)","(45, -163)"
DL,2009,DTW,3645,DFW,3670,,0,319 M88 320,"(-62, -175)","(45, -163)"
NK,4687,DTW,3645,DFW,3670,,0,319,"(-62, -175)","(45, -163)"
US,5265,DTW,3645,DFW,3670,,0,M83 738 M80,"(-62, -175)","(45, -163)"
DL,2009,DTW,3645,DSM,3729,Y,0,CRJ,"(-62, -175)","(-37, 94)"
DL,2009,DTW,3645,ELM,3946,Y,0,CR7 CRJ,"(-62, -175)","(-41, 170)"
DL,2009,DTW,3645,ERI,4276,,0,ERJ,"(-62, -175)","(-72, -127)"
DL,2009,DTW,3645,ESC,6800,Y,0,CRJ,"(-62, -175)","(-36, 38)"
DL,2009,DTW,3645,EVV,4018,Y,0,CRJ,"(-62, -175)","(58, 50)"
DL,2009,DTW,3645,EWR,3494,,0,717 320,"(-62, -175)","(-51, 60)"
UA,5209,DTW,3645,EWR,3494,Y,0,ERJ E70,"(-62, -175)","(-51, 60)"
DL,2009,DTW,3645,FLL,3533,,0,757 M88 739 738,"(-62, -175)","(-20, 28)"
NK,4687,DTW,3645,FLL,3533,,0,319 320 321,"(-62, -175)","(-20, 28)"
AF,137,DTW,3645,FRA,340,Y,0,764,"(-62, -175)","(-89, 160)"
DL,2009,DTW,3645,FRA,340,,0,764,"(-62, -175)","(-89, 160)"
KL,3090,DTW,3645,FRA,340,Y,0,767,"(-62, -175)","(-89, 160)"
LH,3320,DTW,3645,FRA,340,,0,343,"(-62, -175)","(-89, 160)"
UA,5209,DTW,3645,FRA,340,Y,0,343,"(-62, -175)","(-89, 160)"
DL,2009,DTW,3645,FWA,4041,Y,0,CRJ,"(-62, -175)","(82, 168)"
DL,2009,DTW,3645,GCM,1926,,0,738,"(-62, -175)","(-44, 105)"
DL,2009,DTW,3645,GRB,3653,,0,319 320,"(-62, -175)","(79, -175)"
DL,2009,DTW,3645,GRR,3685,,0,ERJ M88 717 320,"(-62, -175)","(-23, 31)"
DL,2009,DTW,3645,GRU,2564,,0,76W,"(-62, -175)","(84, -139)"
G3,1790,DTW,3645,GRU,2564,,0,76W,"(-62, -175)","(84, -139)"
DL,2009,DTW,3645,GSO,4008,Y,0,CRJ,"(-62, -175)","(-9, 72)"
DL,2009,DTW,3645,GSP,4034,Y,0,CRJ,"(-62, -175)","(-45, -83)"
DL,2009,DTW,3645,HPN,3589,Y,0,CRJ,"(-62, -175)","(-48, 49)"
DL,2009,DTW,3645,HSV,4113,Y,0,CRJ,"(-62, -175)","(-47, 45)"
DL,2009,DTW,3645,IAD,3714,,0,ERJ,"(-62, -175)","(21, 67)"
UA,5209,DTW,3645,IAD,3714,Y,0,CRJ CR7 ERJ ER4 E70,"(-62, -175)","(21, 67)"
DL,2009,DTW,3645,IAH,3550,,0,717,"(-62, -175)","(-46, 91)"
NK,4687,DTW,3645,IAH,3550,,0,320,"(-62, -175)","(-46, 91)"
UA,5209,DTW,3645,IAH,3550,,0,320 319 73G,"(-62, -175)","(-46, 91)"
DL,2009,DTW,3645,ICN,3930,,0,744,"(-62, -175)","(-50, -30)"
F9,2468,DTW,3645,ILG,3859,,0,320,"(-62, -175)","(-35, 150)"
DL,2009,DTW,3645,IND,3585,,0,M88 320 319,"(-62, -175)","(37, 29)"
DL,2009,DTW,3645,ITH,3947,Y,0,CRJ,"(-62, -175)","(-77, -160)"
DL,2009,DTW,3645,JAX,3712,Y,0,CR9,"(-62, -175)","(-20, -84)"
DL,2009,DTW,3645,JFK,3797,,0,M88 319,"(-62, -175)","(-43, -105)"
DL,2009,DTW,3645,LAN,3544,Y,0,CRJ,"(-62, -175)","(-26, 22)"
DL,2009,DTW,3645,LAS,3877,,0,757 738,"(-62, -175)","(-38, -69)"
NK,4687,DTW,3645,LAS,3877,,0,319 320,"(-62, -175)","(-38, -69)"
WN,4547,DTW,3645,LAS,3877,,0,73H 73W,"(-62, -175)","(-38, -69)"
DL,2009,DTW,3645,LAX,3484,,0,763 757 739 753,"(-62, -175)","(83, -23)"
FL,1316,DTW,3645,LAX,3484,Y,0,73W,"(-62, -175)","(83, -23)"
NK,4687,DTW,3645,LAX,3484,,0,320,"(-62, -175)","(83, -23)"
DL,2009,DTW,3645,LEX,4017,,0,717,"(-62, -175)","(-10, -122)"
AA,24,DTW,3645,LGA,3697,Y,0,CR7,"(-62, -175)","(-77, -162)"
DL,2009,DTW,3645,LGA,3697,,0,320 M88 319,"(-62, -175)","(-77, -162)"
NK,4687,DTW,3645,LGA,3697,,0,320,"(-62, -175)","(-77, -162)"
US,5265,DTW,3645,LGA,3697,,0,CR7,"(-62, -175)","(-77, -162)"
AF,137,DTW,3645,LHR,507,,0,76W 77L,"(-62, -175)","(67, -118)"
DL,2009,DTW,3645,LHR,507,,0,76W 77L,"(-62, -175)","(67, -118)"
KL,3090,DTW,3645,LHR,507,Y,0,76W 777,"(-62, -175)","(67, -118)"
VS,5347,DTW,3645,LHR,507,,0,76W 77L,"(-62, -175)","(67, -118)"
DL,2009,DTW,3645,LIT,3660,Y,0,CR7,"(-62, -175)","(50, 67)"
DL,2009,DTW,3645,MBJ,1780,,0,320,"(-62, -175)","(19, -177)"
DL,2009,DTW,3645,MBS,4128,Y,0,CRJ CR9,"(-62, -175)","(3, 132)"
DL,2009,DTW,3645,MCI,3458,,0,M88 319 320,"(-62, -175)","(-6, -90)"
DL,2009,DTW,3645,MCO,3878,,0,757 753,"(-62, -175)","(80, 64)"
NK,4687,DTW,3645,MCO,3878,,0,321 320 319,"(-62, -175)","(80, 64)"
DL,2009,DTW,3645,MDT,3542,Y,0,CRJ CR9,"(-62, -175)","(13, 173)"
DL,2009,DTW,3645,MDW,3747,Y,0,CR9 CR7 E75,"(-62, -175)","(50, 156)"
FL,1316,DTW,3645,MDW,3747,Y,0,73W,"(-62, -175)","(50, 156)"
WN,4547,DTW,3645,MDW,3747,,0,73W 73C,"(-62, -175)","(50, 156)"
DL,2009,DTW,3645,MEM,3473,,0,M88,"(-62, -175)","(-39, -129)"
AM,321,DTW,3645,MEX,1824,Y,0,319,"(-62, -175)","(82, 12)"
DL,2009,DTW,3645,MEX,1824,,0,319,"(-62, -175)","(82, 12)"
DL,2009,DTW,3645,MHT,4011,Y,0,ERJ CRJ,"(-62, -175)","(42, 48)"
AA,24,DTW,3645,MIA,3576,,0,738,"(-62, -175)","(7, 172)"
DL,2009,DTW,3645,MIA,3576,,0,320 M88,"(-62, -175)","(7, 172)"
US,5265,DTW,3645,MIA,3576,,0,738,"(-62, -175)","(7, 172)"
DL,2009,DTW,3645,MKE,3717,,0,320 717 M90 M88,"(-62, -175)","(73, -128)"
DL,2009,DTW,3645,MLI,4072,Y,0,CRJ,"(-62, -175)","(86, 95)"
DL,2009,DTW,3645,MQT,3675,Y,0,CRJ,"(-62, -175)","(-17, 132)"
DL,2009,DTW,3645,MSN,3459,,0,M88 319 320,"(-62, -175)","(16, 131)"
DL,2009,DTW,3645,MSP,3858,,0,M90 M88 320 753 757 73H 777 319 738,"(-62, -175)","(15, 57)"
9E,3976,DTW,3645,MSY,3861,,0,CR9,"(-62, -175)","(-8, -96)"
AF,137,DTW,3645,MSY,3861,Y,0,319,"(-62, -175)","(-8, -96)"
DL,2009,DTW,3645,MSY,3861,,0,319 M88,"(-62, -175)","(-8, -96)"
KL,3090,DTW,3645,MSY,3861,Y,0,319 CR7,"(-62, -175)","(-8, -96)"
AM,321,DTW,3645,MTY,1825,Y,0,319,"(-62, -175)","(-19, -29)"
DL,2009,DTW,3645,MTY,1825,,0,319,"(-62, -175)","(-19, -29)"
DL,2009,DTW,3645,MYR,3515,Y,0,E75 CR9,"(-62, -175)","(34, -164)"
NK,4687,DTW,3645,MYR,3515,,0,320,"(-62, -175)","(34, -164)"
DL,2009,DTW,3645,NAS,1953,,0,M88,"(-62, -175)","(-52, 119)"
DL,2009,DTW,3645,NGO,3942,,0,744,"(-62, -175)","(34, 92)"
DL,2009,DTW,3645,NRT,2279,,0,777 77L,"(-62, -175)","(-22, -92)"
DL,2009,DTW,3645,OKC,3863,Y,0,CR9 CR7,"(-62, -175)","(38, 63)"
DL,2009,DTW,3645,OMA,3454,,0,319,"(-62, -175)","(-7, -168)"
